Название,Цена,Категория,Ссылка
"DDR-4 DIMM 16Gb/3200Mhz PC25600 G.SKILL Trident Z Neo, 2x8Gb Kit, BOX",24 890 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-trident-z-neo-2x8gb-kit-box/
"DDR-4 DIMM 16Gb/3200Mhz PC25600 G.SKILL Trident Z RGB, 2x8Gb Kit, BOX (F4-3200C16D-16GTZRX)",22 790 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-trident-z-rgb-2x8gb-kit-box-f4-3200c16d-16gtzrx/
"DDR-4 DIMM 16Gb/3600Mhz PC28800 G.SKILL Trident Z RGB, 2x8Gb Kit, BOX (F4-3600C19D-16GTZRB)",22 790 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3600mhz-pc28800-g-skill-trident-z-rgb-2x8gb-kit-box-f4-3600c19d-16gtzrb/
"DDR-4 DIMM 32Gb/3600MHz PC28800 G.SKILL Trident Z RGB, 2x16Gb Kit, BOX",41 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-32gb-3600mhz-pc28800-g-skill-trident-z-rgb-2x16gb-kit-box/
"DDR-4 DIMM 16Gb/3600Mhz PC28800 G.SKILL Trident Z RGB, 2x8Gb Kit, BOX (F4-3600C18D-16GTZRX)",22 790 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3600mhz-pc28800-g-skill-trident-z-rgb-2x8gb-kit-box-f4-3600c18d-16gtzrx/
"DDR-4 DIMM 16Gb/3200Mhz PC25600 G.SKILL Ripjaws V, 2x8Gb Kit, Black, BOX",17 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-ripjaws-v-2x8gb-kit-black-box/
"DDR-4 DIMM 16Gb/4000MHz PC32000 G.SKILL Ripjaws V, 2x8Gb Kit, Black, BOX",24 500 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-4000mhz-pc32000-g-skill-ripjaws-v-2x8gb-kit-black-box/
"DDR-4 DIMM 8Gb/2400MHz PC19200 G.SKILL High Performance, BOX (F4-2400C15S-8GNS)",9 690 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-2400mhz-pc19200-g-skill-high-performance-box-f4-2400c15s-8gns/
"DDR-4 DIMM 16Gb/2666MHz PC21300 G.Skill Aegis, BOX",17 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-2666mhz-pc21300-g-skill-aegis-box/
"DDR-4 DIMM 8Gb/2666MHz PC21300 G.SKILL Aegis, BOX",7 790 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-2666mhz-pc21300-g-skill-aegis-box/
"DDR-4 DIMM 8Gb/3200MHz PC25600 Team Group, BOX",7 890 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-3200mhz-pc25600-team-group-box/
"DDR-4 DIMM 8Gb/3600MHz PC28800 Kingston HyperX Fury, Black, BOX",27 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-3600mhz-pc28800-kingston-hyperx-fury-black-box/
"DDR-4 DIMM 8Gb/2666MHz PC21300 G.SKILL Ripjaws V, 2x4Gb Kit, BOX",14 690 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-2666mhz-pc21300-g-skill-ripjaws-v-2x4gb-kit-box/
"DDR-4 DIMM 16Gb/2666MHz PC21300 G.SKILL Aegis, 2x8Gb Kit, BOX",20 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-2666mhz-pc21300-g-skill-aegis-2x8gb-kit-box/
"DDR-4 DIMM 16Gb/2400MHz PC19200 G.Skill Aegis, 2x8Gb Kit, BOX",15 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-2400mhz-pc19200-g-skill-aegis-2x8gb-kit-box/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Aegis, BOX",15 500 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-aegis-box/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Ripjaws V, 2x8Gb Kit, Grey, BOX",17 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-ripjaws-v-2x8gb-kit-grey-box/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Trident Z, 2x8Gb Kit, BOX (F4-3200C16D-16GTZKW)",21 490 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-trident-z-2x8gb-kit-box-f4-3200c16d-16gtzkw/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Trident Z RGB, 2x8Gb Kit, BOX",22 790 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-trident-z-rgb-2x8gb-kit-box/
"DDR-4 DIMM 32Gb/3200MHz PC25600 G.SKILL Trident Z, 2x16Gb Kit, BOX",38 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-32gb-3200mhz-pc25600-g-skill-trident-z-2x16gb-kit-box/
"DDR-4 DIMM 16Gb/2666MHz PC21300 G.SKILL Trident Z RGB, 2x8Gb Kit, BOX",22 690 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-2666mhz-pc21300-g-skill-trident-z-rgb-2x8gb-kit-box/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Sniper X, 2x8Gb Kit, BOX (F4-3200C16D-16GSXWB)",20 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-sniper-x-2x8gb-kit-box-f4-3200c16d-16gsxwb/
"DDR-4 DIMM 8Gb/2666MHz PC21300 G.SKILL High Performance, BOX",7 590 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-2666mhz-pc21300-g-skill-high-performance-box/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Flare X, 2x8Gb Kit, BOX",21 800 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-flare-x-2x8gb-kit-box/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Trident Z, 2x8Gb Kit, BOX",21 490 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-trident-z-2x8gb-kit-box/
"DDR-4 DIMM 16Gb/3000MHz PC24000 G.SKILL Trident Z RGB, 2x8Gb Kit, BOX",29 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3000mhz-pc24000-g-skill-trident-z-rgb-2x8gb-kit-box/
"DDR-4 DIMM 16Gb/3000MHz PC24000 Thermaltake Toughram RGB, 2x8Gb Kit, BOX",56 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3000mhz-pc24000-thermaltake-toughram-rgb-2x8gb-kit-box/
"DDR-4 DIMM 32Gb/3600MHz PC28800 G.SKILL Ripjaws V, 2x16Gb Kit, Black, BOX",31 490 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-32gb-3600mhz-pc28800-g-skill-ripjaws-v-2x16gb-kit-black-box/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Sniper X, 2x8 Kit, BOX (F4-3200C16D-16GSXFB)",20 290 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-sniper-x-2x8-kit-box-f4-3200c16d-16gsxfb/
"DDR-4 DIMM 32Gb/3600MHz PC28800 G.SKILL Sniper X, 2x16 Kit, BOX (F4-3600C19D-32GSXWB)",38 690 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-32gb-3600mhz-pc28800-g-skill-sniper-x-2x16-kit-box-f4-3600c19d-32gsxwb/
"DDR-4 DIMM 16Gb/3600MHz PC28800 G.SKILL Sniper X, 2x8 Kit, BOX (F4-3600C19D-16GSXWB)",19 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3600mhz-pc28800-g-skill-sniper-x-2x8-kit-box-f4-3600c19d-16gsxwb/
"DDR-4 DIMM 32Gb/3600MHz PC28800 G.SKILL Sniper X, 2x16 Kit, BOX (F4-3600C19D-32GSXKB)",47 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-32gb-3600mhz-pc28800-g-skill-sniper-x-2x16-kit-box-f4-3600c19d-32gsxkb/
"DDR-4 DIMM 16Gb/3600MHz PC28800 G.SKILL Sniper X, 2x8 Kit, BOX (F4-3600C19D-16GSXKB)",20 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3600mhz-pc28800-g-skill-sniper-x-2x8-kit-box-f4-3600c19d-16gsxkb/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Aegis, 2x8Gb Kit, BOX",15 900 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-aegis-2x8gb-kit-box/
"DDR-4 DIMM 16Gb/3200MHz PC25600 G.SKILL Sniper X, 2x8 Kit, BOX (F4-3200C16D-16GSXKB)",20 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3200mhz-pc25600-g-skill-sniper-x-2x8-kit-box-f4-3200c16d-16gsxkb/
"DDR-4 DIMM 16Gb/3000MHz PC24000 Kingston HyperX Predator RGB, BOX",46 900 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3000mhz-pc24000-kingston-hyperx-predator-rgb-box/
"DDR-4 DIMM 16Gb/3000MHz PC24000 Kingston HyperX Fury, Black, BOX",49 490 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-3000mhz-pc24000-kingston-hyperx-fury-black-box/
"DDR-4 DIMM 8Gb/3000MHz PC24000 Kingston HyperX Fury, Black, BOX",25 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-3000mhz-pc24000-kingston-hyperx-fury-black-box/
"DDR-4 DIMM 8Gb/2400MHz PC19200 AMD Radeon R7 Performance, OEM",16 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-2400mhz-pc19200-amd-radeon-r7-performance-oem/
"DDR-4 DIMM 16Gb/2666MHz PC21300 Transcend JM2666HLB-16G, BOX",31 490 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-2666mhz-pc21300-transcend-jm2666hlb-16g-box/
"DDR-4 DIMM 8Gb/3000MHz PC24000 Kingston HyperX Fury RGB, Black, BOX",26 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-3000mhz-pc24000-kingston-hyperx-fury-rgb-black-box/
"DDR-4 DIMM 8Gb/4000MHz PC32000 Kingston HyperX Predator, BOX",41 900 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-4000mhz-pc32000-kingston-hyperx-predator-box/
"DDR-4 DIMM 8Gb/3200MHz PC25600 Kingston, BOX",11 490 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-3200mhz-pc25600-kingston-box/
"DDR-4 DIMM 4Gb/2666MHz PC21300 Apacer, BOX (EL.04G2V.KNH)",6 790 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-4gb-2666mhz-pc21300-apacer-box-el-04g2v-knh/
"DDR-4 DIMM 8Gb/3000MHz PC24000 Kingston HyperX Predator RGB, BOX",25 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-3000mhz-pc24000-kingston-hyperx-predator-rgb-box/
"DDR-4 DIMM 16Gb/2666MHz PC21300 Apacer, BOX",17 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-2666mhz-pc21300-apacer-box/
"DDR-4 DIMM 8Gb/2666MHz PC21300 Apacer, BOX",8 490 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-2666mhz-pc21300-apacer-box/
"DDR-3 DIMM 4Gb/1600MHz PC12800 Apacer (DL.04G2K.KAM), BOX",5 490 ₸,Оперативная память,https://shop.kz/offer/ddr-3-dimm-4gb-1600mhz-pc12800-apacer-dl-04g2k-kam-box/
"DDR-4 DIMM 8Gb/2666MHz PC21300 Geil, OEM",7 890 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-2666mhz-pc21300-geil-oem/
"DDR-3 DIMM 8Gb/1600MHz PC12800 Apacer, BOX",7 990 ₸,Оперативная память,https://shop.kz/offer/ddr-3-dimm-8gb-1600mhz-pc12800-apacer-box/
"DDR-4 DIMM 8Gb/2400MHz PC19200 Apacer, BOX",20 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-8gb-2400mhz-pc19200-apacer-box/
"DDR-4 DIMM 16Gb/2666MHz PC21300 Crucial Ballistix Tactical, BOX",49 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-2666mhz-pc21300-crucial-ballistix-tactical-box/
"DDR-4 DIMM 16Gb/2400MHz PC19200 Geil Pristine Series, BOX",14 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-16gb-2400mhz-pc19200-geil-pristine-series-box/
"DDR-4 DIMM 4Gb/2400MHz PC19200 Geil Pristine Series, BOX (GP44GB2400C17SC)",5 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-4gb-2400mhz-pc19200-geil-pristine-series-box-gp44gb2400c17sc/
"DDR-4 DIMM 4Gb/2400MHz PC19200 Geil, OEM (GN44GB2400C17S)",5 990 ₸,Оперативная память,https://shop.kz/offer/ddr-4-dimm-4gb-2400mhz-pc19200-geil-oem-gn44gb2400c17s/
"Видеокарта MSI RTX 3050 Ventus 2X E, 6 GB, GeForce RTX 3050",119 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-3050-ventus-2x-e-6-gb-geforce-rtx-3050/
"Видеокарта MSI RTX 5080 Ventus 3X OC Plus, 16 GB, GeForce RTX 5080",849 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-5080-ventus-3x-oc-plus-16-gb-geforce-rtx-5080/
"Видеокарта MSI RTX 5080 Vanguard SOC, 16 GB, GeForce RTX 5080",919 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-5080-vanguard-soc-16-gb-geforce-rtx-5080/
"Видеокарта MSI RTX 5080 Vanguard SOC Launch Edition, 16 GB, GeForce RTX 5080",929 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-5080-vanguard-soc-launch-edition-16-gb-geforce-rtx-5080/
"Видеокарта OCPC GT 1030, 2 GB, GeForce GT 1030",44 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-ocpc-gt-1030-2-gb-geforce-gt-1030/
"Видеокарта ASUS RTX 5080 Prime, 16 GB, GeForce RTX 5080",919 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-asus-rtx-5080-prime-16-gb-geforce-rtx-5080/
"Видеокарта Gigabyte RTX 5080 Xtreme Waterforce, 16 GB, GeForce RTX 5080",1 079 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gigabyte-rtx-5080-xtreme-waterforce-16-gb-geforce-rtx-5080/
"Видеокарта Gigabyte RTX 5080 Aorus Master, 16 GB, GeForce RTX 5080",999 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gigabyte-rtx-5080-aorus-master-16-gb-geforce-rtx-5080/
"Видеокарта Afox GTX 1650 Super, 4 GB, GeForce GTX 1650 Super",106 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-afox-gtx-1650-super-4-gb-geforce-gtx-1650-super/
"Видеокарта Palit RTX 5080 Gamerock, 16 GB, GeForce RTX 5080",829 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-palit-rtx-5080-gamerock-16-gb-geforce-rtx-5080/
"Видеокарта Gigabyte RTX 5090 Gaming OC, 32 GB, GeForce RTX 5090",1 929 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gigabyte-rtx-5090-gaming-oc-32-gb-geforce-rtx-5090/
"Видеокарта Gigabyte RTX 5080 Gaming OC, 16 GB, GeForce RTX 5080",949 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gigabyte-rtx-5080-gaming-oc-16-gb-geforce-rtx-5080/
"Видеокарта Afox RX 580, 8 GB, Radeon RX 580",63 690 ₸,Видеокарты,https://shop.kz/offer/videokarta-afox-rx-580-8-gb-radeon-rx-580/
"Видеокарта ZOTAC GAMING RTX 4070 Ti Super Solid OC, 16 GB, GeForce RTX 4070 Ti Super",549 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-zotac-gaming-rtx-4070-ti-super-solid-oc-16-gb-geforce-rtx-4070-ti-super/
"Видеокарта ASRock RX 7600 XT Steel Legend OC, 16 GB, Radeon RX 7600 XT",214 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-asrock-rx-7600-xt-steel-legend-oc-16-gb-radeon-rx-7600-xt/
"Видеокарта Palit RTX 3050 StormX V1, 6 GB, GeForce RTX 3050",118 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-palit-rtx-3050-stormx-v1-6-gb-geforce-rtx-3050/
"Видеокарта ZOTAC GAMING RTX 4070 Ti Super Solid, 16 GB, GeForce RTX 4070 Ti Super",539 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-zotac-gaming-rtx-4070-ti-super-solid-16-gb-geforce-rtx-4070-ti-super/
"Видеокарта ZOTAC GAMING RTX 4060 Twin Edge, 8 GB, GeForce RTX 4060",192 890 ₸,Видеокарты,https://shop.kz/offer/videokarta-zotac-gaming-rtx-4060-twin-edge-8-gb-geforce-rtx-4060/
"Видеокарта Gainward RTX 4060 Ti Pegasus, 8 GB, GeForce RTX 4060 Ti",259 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gainward-rtx-4060-ti-pegasus-8-gb-geforce-rtx-4060-ti/
"Видеокарта Gainward RTX 3060 Ghost, 12 GB, GeForce RTX 3060",174 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gainward-rtx-3060-ghost-12-gb-geforce-rtx-3060/
"Видеокарта Gainward RTX 4060 Python II, 8 GB, GeForce RTX 4060",194 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gainward-rtx-4060-python-ii-8-gb-geforce-rtx-4060/
"Видеокарта Gainward RTX 4060 Python II OC, 8 GB, GeForce RTX 4060",194 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gainward-rtx-4060-python-ii-oc-8-gb-geforce-rtx-4060/
"Видеокарта Palit RTX 3050, StormX OC V1, 6 GB, GeForce RTX 3050",118 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-palit-rtx-3050-stormx-oc-v1-6-gb-geforce-rtx-3050/
"Видеокарта Inno3D RTX 4070 Twin X2, 12 GB, GeForce RTX 4070",369 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-rtx-4070-twin-x2-12-gb-geforce-rtx-4070/
"Видеокарта Inno3D RTX 4060 Ti Twin X2 OC White, 16 GB, GeForce RTX 4060 Ti",309 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-rtx-4060-ti-twin-x2-oc-white-16-gb-geforce-rtx-4060-ti/
"Видеокарта Inno3D RTX 4070 X3 OC, 12 GB, GeForce RTX 4070",389 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-rtx-4070-x3-oc-12-gb-geforce-rtx-4070/
"Видеокарта ASUS RTX 4060 Ti Dual EVO, 8 GB, GeForce RTX 4060 Ti",279 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-asus-rtx-4060-ti-dual-evo-8-gb-geforce-rtx-4060-ti/
"Видеокарта MSI RTX 4070 Ti Super Shadow 3X OC, 16 GB, GeForce RTX 4070 Ti Super",579 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-4070-ti-super-shadow-3x-oc-16-gb-geforce-rtx-4070-ti-super/
"Видеокарта ASUS RTX 4070 Ti Super Prime OC Edition, 16 GB, GeForce RTX4070 Ti Super",630 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-asus-rtx-4070-ti-super-prime-oc-edition-16-gb-geforce-rtx4070-ti-super/
"Видеокарта Afox GTX 1660 Ti V4, 6 GB, GeForce GTX 1660 Ti",109 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-afox-gtx-1660-ti-v4-6-gb-geforce-gtx-1660-ti/
"Видеокарта OCPC GT 730, 2 GB, GeForce 730",25 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-ocpc-gt-730-2-gb-geforce-730/
"Видеокарта OCPC GT 730, 4 GB, GeForce 730",28 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-ocpc-gt-730-4-gb-geforce-730/
"Видеокарта Afox GTX 1050 Ti V6, 4 GB, GF GTX 1050 Ti",75 390 ₸,Видеокарты,https://shop.kz/offer/videokarta-afox-gtx-1050-ti-v6-4-gb-gf-gtx-1050-ti/
"Видеокарта MSI Low Profile, 6 GB, GeForce RTX 3050",124 500 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-low-profile-6-gb-geforce-rtx-3050/
"Видеокарта MSI Ventus 2X E1 OC, 12 GB, GeForce RTX 4070",365 590 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-ventus-2x-e1-oc-12-gb-geforce-rtx-4070/
"Видеокарта MSI Gaming Slim Stalker 2 Edition, 16 GB, GeForce RTX 4070 Ti Super",629 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-gaming-slim-stalker-2-edition-16-gb-geforce-rtx-4070-ti-super/
"Видеокарта Inno3D GeForce RTX 4080 Super Ichill X3, 16 GB, GeForce RTX 4080 Super",719 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-geforce-rtx-4080-super-ichill-x3-16-gb-geforce-rtx-4080-super/
"Видеокарта Inno3D GeForce RTX 4070 Ti Super Twin X2 OC, 16 GB, GeForce RTX 4070 Ti Super",542 590 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-geforce-rtx-4070-ti-super-twin-x2-oc-16-gb-geforce-rtx-4070-ti-super/
"Видеокарта Inno3D GeForce RTX 4070 Ti Super X3 OC, 16 GB, GeForce RTX 4070 Ti Super",569 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-geforce-rtx-4070-ti-super-x3-oc-16-gb-geforce-rtx-4070-ti-super/
"Видеокарта Inno3D GeForce RTX 4060 Ti X3 OC, 8 GB, GeForce RTX 4060 Ti",274 590 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-geforce-rtx-4060-ti-x3-oc-8-gb-geforce-rtx-4060-ti/
"Видеокарта Inno3D GeForce RTX 4060 Ti Twin X2, 8 GB, GeForce RTX 4060 Ti",262 590 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-geforce-rtx-4060-ti-twin-x2-8-gb-geforce-rtx-4060-ti/
"Видеокарта Inno3D GeForce RTX 4060 Twin X2 OC White, 8 GB, GeForce RTX 4060",204 590 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-geforce-rtx-4060-twin-x2-oc-white-8-gb-geforce-rtx-4060/
"Видеокарта Inno3D GeForce RTX 4060 Ti Twin X2 OC, 8 GB, GeForce RTX 4060 Ti",274 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-geforce-rtx-4060-ti-twin-x2-oc-8-gb-geforce-rtx-4060-ti/
"Видеокарта Inno3D GeForce RTX 4060 Compact, 8 GB, GeForce RTX 4060",191 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-inno3d-geforce-rtx-4060-compact-8-gb-geforce-rtx-4060/
"Видеокарта MSI RTX 4060 Ti Ventus 2X Black E1 OC, 8 GB, GeForce RTX 4060 Ti",271 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-4060-ti-ventus-2x-black-e1-oc-8-gb-geforce-rtx-4060-ti/
"Видеокарта ASUS RTX 4070 Ti Super TUF Gaming OC, 16 GB, GeForce RTX 4070 Ti Super",599 500 ₸,Видеокарты,https://shop.kz/offer/videokarta-asus-rtx-4070-ti-super-tuf-gaming-oc-16-gb-geforce-rtx-4070-ti-super/
"Видеокарта Palit RTX 4070 White OC, 12 GB, GeForce RTX 4070",349 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-palit-rtx-4070-white-oc-12-gb-geforce-rtx-4070/
"Видеокарта Palit RTX 4070 Dual D6, 12 GB, GeForce RTX 4070",365 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-palit-rtx-4070-dual-d6-12-gb-geforce-rtx-4070/
"Видеокарта ASUS RTX 4070 Super Dual EVO White OC, 12 GB, GeForce RTX 4070 Super",437 700 ₸,Видеокарты,https://shop.kz/offer/videokarta-asus-rtx-4070-super-dual-evo-white-oc-12-gb-geforce-rtx-4070-super/
"Видеокарта ASUS RTX 4060 Dual EVO White, 8 GB, GeForce RTX 4060",219 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-asus-rtx-4060-dual-evo-white-8-gb-geforce-rtx-4060/
"Видеокарта Gigabyte RTX 4070 Windforce 2X OC V2, 12 GB, GeForce RTX 4070",369 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-gigabyte-rtx-4070-windforce-2x-oc-v2-12-gb-geforce-rtx-4070/
"Видеокарта ASRock RX 7600 XT Challenger OC, 16 GB, Radeon RX 7600 XT",219 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-asrock-rx-7600-xt-challenger-oc-16-gb-radeon-rx-7600-xt/
"Видеокарта MSI RTX 4060 Ti Gaming, 8 GB, GeForce RTX 4060 Ti",289 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-4060-ti-gaming-8-gb-geforce-rtx-4060-ti/
"Видеокарта MSI RTX 4060 Aero ITX OC, 8GB, GeForce RTX 4060",210 590 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-4060-aero-itx-oc-8gb-geforce-rtx-4060/
"Видеокарта MSI RTX 4060 Ventus 2X Black, 8 GB, GeForce RTX 4060",204 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-rtx-4060-ventus-2x-black-8-gb-geforce-rtx-4060/
"Видеокарта MSI GT 730 N730-2GD3V3, 2 GB, GeForce GT 730",34 990 ₸,Видеокарты,https://shop.kz/offer/videokarta-msi-gt-730-n730-2gd3v3-2-gb-geforce-gt-730/
"Видеокарта ASUS RTX 4060 Ti Dual EVO OC Edition, 8 GB, GeForce RTX 4060 Ti",269 390 ₸,Видеокарты,https://shop.kz/offer/videokarta-asus-rtx-4060-ti-dual-evo-oc-edition-8-gb-geforce-rtx-4060-ti/
"Видеокарта ASUS RTX 3050 LP BRK OC, 6 GB, GeForce RTX 3050",134 790 ₸,Видеокарты,https://shop.kz/offer/videokarta-asus-rtx-3050-lp-brk-oc-6-gb-geforce-rtx-3050/
